seed,observer,observer_a,observer_b,cosine
2963,O3,O3,O4,0.8753674030303955
2963,O3,O3,O5R,0.08019611984491348
2963,O4,O4,O1,0.7970655560493469
2963,O4,O4,O2,0.7662288546562195
2963,O4,O4,O3,0.8753674030303955
2963,O4,O4,O4,1.0
2963,O4,O4,O5R,0.11675094813108444
2963,O5R,O5R,O1,0.019973481073975563
2963,O5R,O5R,O2,0.22689850628376007
2963,O5R,O5R,O3,0.08019611984491348
2963,O5R,O5R,O4,0.11675094813108444
2963,O5R,O5R,O5R,1.0000001192092896
3000,O1,O1,O1,0.9999999403953552
3000,O1,O1,O2,0.5423519015312195
3000,O1,O1,O3,0.6775333285331726
3000,O1,O1,O4,0.6395231485366821
3000,O1,O1,O5R,0.12760844826698303
3000,O2,O2,O1,0.5423519015312195
3000,O2,O2,O2,0.9999998807907104
3000,O2,O2,O3,0.4064823389053345
3000,O2,O2,O4,0.44397810101509094
3000,O2,O2,O5R,0.3561672270298004
3000,O3,O3,O1,0.6775333285331726
3000,O3,O3,O2,0.4064823389053345
3000,O3,O3,O3,1.0000001192092896
3000,O3,O3,O4,0.6408538818359375
3000,O3,O3,O5R,0.11423438042402267
3000,O4,O4,O1,0.6395231485366821
3000,O4,O4,O2,0.44397810101509094
3000,O4,O4,O3,0.6408538818359375
3000,O4,O4,O4,0.9999998807907104
3000,O4,O4,O5R,0.31941792368888855
3000,O5R,O5R,O1,0.12760844826698303
3000,O5R,O5R,O2,0.3561672270298004
3000,O5R,O5R,O3,0.11423438042402267
3000,O5R,O5R,O4,0.31941792368888855
3000,O5R,O5R,O5R,1.0
3037,O1,O1,O1,1.0
3037,O1,O1,O2,0.5117762088775635
3037,O1,O1,O3,0.7811941504478455
3037,O1,O1,O4,0.7666923999786377
3037,O1,O1,O5R,0.06112276017665863
3037,O2,O2,O1,0.5117762088775635
3037,O2,O2,O2,1.0
3037,O2,O2,O3,0.4832780361175537
3037,O2,O2,O4,0.48091837763786316
3037,O2,O2,O5R,0.23544713854789734
3037,O3,O3,O1,0.7811941504478455
3037,O3,O3,O2,0.4832780361175537
3037,O3,O3,O3,1.0000001192092896
3037,O3,O3,O4,0.7794315218925476
3037,O3,O3,O5R,0.022593816742300987
3037,O4,O4,O1,0.7666923999786377
3037,O4,O4,O2,0.48091837763786316
3037,O4,O4,O3,0.7794315218925476
3037,O4,O4,O4,1.0
3037,O4,O4,O5R,0.02327600121498108
3037,O5R,O5R,O1,0.06112276017665863
3037,O5R,O5R,O2,0.23544713854789734
3037,O5R,O5R,O3,0.022593816742300987
3037,O5R,O5R,O4,0.02327600121498108
3037,O5R,O5R,O5R,0.9999999403953552
3074,O1,O1,O1,1.0000001192092896
3074,O1,O1,O2,0.7915666699409485
3074,O1,O1,O3,0.8450786471366882
3074,O1,O1,O4,0.6610890626907349
3074,O1,O1,O5R,0.14770710468292236
3074,O2,O2,O1,0.7915666699409485
3074,O2,O2,O2,0.9999999403953552
3074,O2,O2,O3,0.7728782296180725
3074,O2,O2,O4,0.7006354331970215
3074,O2,O2,O5R,0.1820206344127655
3074,O3,O3,O1,0.8450786471366882
3074,O3,O3,O2,0.7728782296180725
3074,O3,O3,O3,1.0
3074,O3,O3,O4,0.6534516215324402
3074,O3,O3,O5R,0.12024173885583878
3074,O4,O4,O1,0.6610890626907349
3074,O4,O4,O2,0.7006354331970215
3074,O4,O4,O3,0.6534516215324402
3074,O4,O4,O4,0.9999999403953552
3074,O4,O4,O5R,0.06907147914171219
3074,O5R,O5R,O1,0.14770710468292236
3074,O5R,O5R,O2,0.1820206344127655
3074,O5R,O5R,O3,0.12024173885583878
3074,O5R,O5R,O4,0.06907147914171219
3074,O5R,O5R,O5R,0.9999999403953552
3111,O1,O1,O1,1.0
3111,O1,O1,O2,0.7000006437301636
3111,O1,O1,O3,0.8880643248558044
3111,O1,O1,O4,0.7801106572151184
3111,O1,O1,O5R,0.357805997133255
3111,O2,O2,O1,0.7000006437301636
3111,O2,O2,O2,1.0
3111,O2,O2,O3,0.6987932920455933
3111,O2,O2,O4,0.5225369334220886
3111,O2,O2,O5R,0.32998213171958923
3111,O3,O3,O1,0.8880643248558044
3111,O3,O3,O2,0.6987932920455933
3111,O3,O3,O3,1.0
3111,O3,O3,O4,0.7662631869316101
3111,O3,O3,O5R,0.3572225272655487
3111,O4,O4,O1,0.7801106572151184
3111,O4,O4,O2,0.5225369334220886
3111,O4,O4,O3,0.7662631869316101
3111,O4,O4,O4,0.9999998807907104
3111,O4,O4,O5R,0.2590499818325043
3111,O5R,O5R,O1,0.357805997133255
3111,O5R,O5R,O2,0.32998213171958923
3111,O5R,O5R,O3,0.3572225272655487
3111,O5R,O5R,O4,0.2590499818325043
3111,O5R,O5R,O5R,1.0
3148,O1,O1,O1,1.0
3148,O1,O1,O2,0.6034168004989624
3148,O1,O1,O3,0.8737050294876099
3148,O1,O1,O4,0.3440740704536438
3148,O1,O1,O5R,0.11035311967134476
3148,O2,O2,O1,0.6034168004989624
3148,O2,O2,O2,1.0
3148,O2,O2,O3,0.5481409430503845
3148,O2,O2,O4,0.36960357427597046
3148,O2,O2,O5R,0.2497454732656479
3148,O3,O3,O1,0.8737050294876099
3148,O3,O3,O2,0.5481409430503845
3148,O3,O3,O3,1.0
3148,O3,O3,O4,0.30943652987480164
3148,O3,O3,O5R,0.08949033170938492
3148,O4,O4,O1,0.3440740704536438
3148,O4,O4,O2,0.36960357427597046
3148,O4,O4,O3,0.30943652987480164
3148,O4,O4,O4,0.9999999403953552
3148,O4,O4,O5R,0.20771637558937073
3148,O5R,O5R,O1,0.11035311967134476
3148,O5R,O5R,O2,0.2497454732656479
3148,O5R,O5R,O3,0.08949033170938492
3148,O5R,O5R,O4,0.20771637558937073
3148,O5R,O5R,O5R,1.0
3185,O1,O1,O1,0.9999998807907104
3185,O1,O1,O2,0.5632532238960266
3185,O1,O1,O3,0.9103986620903015
3185,O1,O1,O4,0.537211000919342
3185,O1,O1,O5R,0.34472885727882385
3185,O2,O2,O1,0.5632532238960266
3185,O2,O2,O2,0.9999998807907104
3185,O2,O2,O3,0.5732278227806091
3185,O2,O2,O4,0.3181608021259308
3185,O2,O2,O5R,0.2747288644313812
3185,O3,O3,O1,0.9103986620903015
3185,O3,O3,O2,0.5732278227806091
3185,O3,O3,O3,1.0
3185,O3,O3,O4,0.5424284338951111
3185,O3,O3,O5R,0.3320452570915222
3185,O4,O4,O1,0.537211000919342
3185,O4,O4,O2,0.3181608021259308
3185,O4,O4,O3,0.5424284338951111
3185,O4,O4,O4,1.0000001192092896
3185,O4,O4,O5R,0.17943955957889557
3185,O5R,O5R,O1,0.34472885727882385
3185,O5R,O5R,O2,0.2747288644313812
3185,O5R,O5R,O3,0.3320452570915222
3185,O5R,O5R,O4,0.17943955957889557
3185,O5R,O5R,O5R,0.9999999403953552
3222,O1,O1,O1,1.0
3222,O1,O1,O2,0.695135772228241
3222,O1,O1,O3,0.8247618675231934
3222,O1,O1,O4,0.5325101017951965
3222,O1,O1,O5R,0.13906195759773254
3222,O2,O2,O1,0.695135772228241
3222,O2,O2,O2,1.0
3222,O2,O2,O3,0.7900025844573975
3222,O2,O2,O4,0.49157261848449707
3222,O2,O2,O5R,0.1693231612443924
3222,O3,O3,O1,0.8247618675231934
3222,O3,O3,O2,0.7900025844573975
3222,O3,O3,O3,0.9999998807907104
3222,O3,O3,O4,0.49420738220214844
3222,O3,O3,O5R,0.14591442048549652
3222,O4,O4,O1,0.5325101017951965
3222,O4,O4,O2,0.49157261848449707
3222,O4,O4,O3,0.49420738220214844
3222,O4,O4,O4,1.0000001192092896
3222,O4,O4,O5R,0.06657277047634125
3222,O5R,O5R,O1,0.13906195759773254
3222,O5R,O5R,O2,0.1693231612443924
3222,O5R,O5R,O3,0.14591442048549652
3222,O5R,O5R,O4,0.06657277047634125
3222,O5R,O5R,O5R,1.0
3259,O1,O1,O1,1.0
3259,O1,O1,O2,0.8393197655677795
3259,O1,O1,O3,0.666782557964325
3259,O1,O1,O4,0.7105923295021057
3259,O1,O1,O5R,0.3150164484977722
3259,O2,O2,O1,0.8393197655677795
3259,O2,O2,O2,1.0
3259,O2,O2,O3,0.6198516488075256
3259,O2,O2,O4,0.61677086353302
3259,O2,O2,O5R,0.3570808172225952
3259,O3,O3,O1,0.666782557964325
3259,O3,O3,O2,0.6198516488075256
3259,O3,O3,O3,0.9999998807907104
3259,O3,O3,O4,0.664738655090332
3259,O3,O3,O5R,0.1703319251537323
3259,O4,O4,O1,0.7105923295021057
3259,O4,O4,O2,0.61677086353302
3259,O4,O4,O3,0.664738655090332
3259,O4,O4,O4,1.0
3259,O4,O4,O5R,0.11833983659744263
3259,O5R,O5R,O1,0.3150164484977722
3259,O5R,O5R,O2,0.3570808172225952
3259,O5R,O5R,O3,0.1703319251537323
3259,O5R,O5R,O4,0.11833983659744263
3259,O5R,O5R,O5R,1.0
3296,O1,O1,O1,1.0
3296,O1,O1,O2,0.36894139647483826
3296,O1,O1,O3,0.9155511856079102
3296,O1,O1,O4,0.5003935098648071
3296,O1,O1,O5R,0.2359124720096588
3296,O2,O2,O1,0.36894139647483826
3296,O2,O2,O2,1.0
3296,O2,O2,O3,0.3153136670589447
3296,O2,O2,O4,-0.014272979460656643
3296,O2,O2,O5R,0.30591437220573425
3296,O3,O3,O1,0.9155511856079102
3296,O3,O3,O2,0.3153136670589447
3296,O3,O3,O3,1.0000001192092896
3296,O3,O3,O4,0.5642238259315491
3296,O3,O3,O5R,0.21935220062732697
3296,O4,O4,O1,0.5003935098648071
3296,O4,O4,O2,-0.014272979460656643
3296,O4,O4,O3,0.5642238259315491
3296,O4,O4,O4,0.9999999403953552
3296,O4,O4,O5R,-0.051725342869758606
3296,O5R,O5R,O1,0.2359124720096588
3296,O5R,O5R,O2,0.30591437220573425
3296,O5R,O5R,O3,0.21935220062732697
3296,O5R,O5R,O4,-0.051725342869758606
3296,O5R,O5R,O5R,1.0000001192092896
3333,O1,O1,O1,1.0
3333,O1,O1,O2,0.6372441053390503
3333,O1,O1,O3,0.7286487221717834
3333,O1,O1,O4,0.6009920239448547
3333,O1,O1,O5R,0.07567212730646133
3333,O2,O2,O1,0.6372441053390503
3333,O2,O2,O2,1.0
3333,O2,O2,O3,0.6800530552864075
3333,O2,O2,O4,0.4733164310455322
3333,O2,O2,O5R,0.2654334306716919
3333,O3,O3,O1,0.7286487221717834
3333,O3,O3,O2,0.6800530552864075
3333,O3,O3,O3,0.9999998807907104
3333,O3,O3,O4,0.6443185806274414
3333,O3,O3,O5R,0.08520817756652832
3333,O4,O4,O1,0.6009920239448547
3333,O4,O4,O2,0.4733164310455322
3333,O4,O4,O3,0.6443185806274414
3333,O4,O4,O4,1.0
3333,O4,O4,O5R,0.08584611862897873
3333,O5R,O5R,O1,0.07567212730646133
3333,O5R,O5R,O2,0.2654334306716919
3333,O5R,O5R,O3,0.08520817756652832
3333,O5R,O5R,O4,0.08584611862897873
3333,O5R,O5R,O5R,1.0000001192092896
3370,O1,O1,O1,1.0
3370,O1,O1,O2,0.6576523780822754
3370,O1,O1,O3,0.7450383305549622
3370,O1,O1,O4,0.19066038727760315
3370,O1,O1,O5R,0.15819881856441498
3370,O2,O2,O1,0.6576523780822754
3370,O2,O2,O2,1.0
3370,O2,O2,O3,0.7472953796386719
3370,O2,O2,O4,0.3000737726688385
3370,O2,O2,O5R,0.32739368081092834
3370,O3,O3,O1,0.7450383305549622
3370,O3,O3,O2,0.7472953796386719
3370,O3,O3,O3,1.0000001192092896
3370,O3,O3,O4,0.34783896803855896
3370,O3,O3,O5R,0.2478201538324356
3370,O4,O4,O1,0.19066038727760315
3370,O4,O4,O2,0.3000737726688385
3370,O4,O4,O3,0.34783896803855896
3370,O4,O4,O4,1.0
3370,O4,O4,O5R,0.22766590118408203
3370,O5R,O5R,O1,0.15819881856441498
3370,O5R,O5R,O2,0.32739368081092834
3370,O5R,O5R,O3,0.2478201538324356
3370,O5R,O5R,O4,0.22766590118408203
3370,O5R,O5R,O5R,0.9999999403953552
3407,O1,O1,O1,1.0000001192092896
3407,O1,O1,O2,0.37243616580963135
3407,O1,O1,O3,0.5329089760780334
3407,O1,O1,O4,0.5774425864219666
3407,O1,O1,O5R,0.2291286140680313
3407,O2,O2,O1,0.37243616580963135
3407,O2,O2,O2,1.0000001192092896
3407,O2,O2,O3,0.46627190709114075
3407,O2,O2,O4,0.6291778683662415
3407,O2,O2,O5R,0.20714309811592102
3407,O3,O3,O1,0.5329089760780334
3407,O3,O3,O2,0.46627190709114075
3407,O3,O3,O3,1.0
3407,O3,O3,O4,0.7562983632087708
3407,O3,O3,O5R,0.33346274495124817
3407,O4,O4,O1,0.5774425864219666
3407,O4,O4,O2,0.6291778683662415
3407,O4,O4,O3,0.7562983632087708
3407,O4,O4,O4,0.9999999403953552
3407,O4,O4,O5R,0.3555102050304413
3407,O5R,O5R,O1,0.2291286140680313
3407,O5R,O5R,O2,0.20714309811592102
3407,O5R,O5R,O3,0.33346274495124817
3407,O5R,O5R,O4,0.3555102050304413
3407,O5R,O5R,O5R,1.0
3444,O1,O1,O1,1.0
3444,O1,O1,O2,0.16545172035694122
3444,O1,O1,O3,0.23629187047481537
3444,O1,O1,O4,0.15428891777992249
3444,O1,O1,O5R,0.027370773255825043
3444,O2,O2,O1,0.16545172035694122
3444,O2,O2,O2,0.9999999403953552
3444,O2,O2,O3,0.6389397382736206
3444,O2,O2,O4,0.5646644234657288
3444,O2,O2,O5R,0.19287563860416412
3444,O3,O3,O1,0.23629187047481537
3444,O3,O3,O2,0.6389397382736206
3444,O3,O3,O3,0.9999999403953552
3444,O3,O3,O4,0.6008234024047852
3444,O3,O3,O5R,0.27474671602249146
3444,O4,O4,O1,0.15428891777992249
3444,O4,O4,O2,0.5646644234657288
3444,O4,O4,O3,0.6008234024047852
3444,O4,O4,O4,1.0
3444,O4,O4,O5R,0.3847159743309021
3444,O5R,O5R,O1,0.027370773255825043
3444,O5R,O5R,O2,0.19287563860416412
3444,O5R,O5R,O3,0.27474671602249146
3444,O5R,O5R,O4,0.3847159743309021
3444,O5R,O5R,O5R,1.0000001192092896
